-2	-32	32	-3	-2	1	48	17
-1	-27	27	20	-1	3	78	18
0	-28	28	25	10	5	25	18
-2	-25	25	10	11	3	47	19
-2	-29	29	-1	2	-10	27	19
-3	-27	27	-6	4	-19	9	19
0	-23	23	-37	0	-10	5	19
1	-29	29	-12	7	-8	2	19
0	-29	29	-20	13	-1	2	19
-2	-30	30	-4	1	5	2	19
-1	-33	33	-8	-11	6	5	19
-1	-32	32	14	12	4	38	19
-3	-27	28	-6	17	3	11	20
-2	-33	33	33	12	-12	21	20
-5	-24	25	4	-6	-2	14	20
0	-30	30	-11	-46	5	9	20
2	-30	30	9	-7	14	33	20
-4	-28	29	10	-2	12	42	21
-2	-28	29	26	-2	2	48	21
0	-27	27	50	4	-1	57	22
-6	-19	20	0	6	-4	28	22
-4	-25	25	12	10	-13	27	22
-4	-18	19	-19	5	-20	3	22
-2	-23	23	-44	3	-15	7	22
-2	-26	26	-40	6	-10	3	22
-4	-30	31	1	-13	6	6	22
-1	-35	35	4	-6	10	14	23
-1	-32	32	-20	6	-3	43	23
-5	-30	31	25	44	-16	23	23
-3	-36	37	6	12	1	38	23
-2	-30	30	25	-15	5	40	24
-2	-27	27	-39	-28	6	12	24
-3	-26	26	5	-12	12	40	24
0	-19	19	-13	-8	14	60	25
-2	-32	32	25	13	0	56	25
-3	-30	31	-4	4	-1	40	26
-5	-32	33	-6	7	-15	11	26
-2	-30	30	10	10	-21	6	26
1	-30	30	-31	10	-12	6	26
-2	-30	30	-4	9	2	8	26
2	-37	38	-8	-7	10	5	26
-1	-38	38	-12	0	3	6	27
-1	-36	36	37	-1	-10	6	27
-1	-34	34	4	-16	2	12	27
-3	-31	31	6	-25	5	14	27
0	-36	36	22	-8	15	18	27
-4	-35	36	6	-8	11	14	27
-4	-31	32	-5	-1	6	15	28
-5	-32	33	14	1	0	42	28
-4	-29	30	8	6	0	23	29
-4	-30	31	11	8	-9	16	29
-6	-27	29	-2	10	-24	9	29
-1	-27	27	-17	16	-14	9	29
-3	-27	27	-4	18	-10	7	29
-4	-29	29	-18	7	-6	6	29
-4	-36	37	-7	-11	2	10	29
-10	-31	36	-6	-6	1	6	29
-1	-35	35	-5	4	-2	6	29
-2	-32	32	19	-3	-10	11	29
-1	-29	29	5	3	-4	3	30
-1	-30	30	-1	-4	2	4	30
0	-31	31	-2	-3	4	7	30
-1	-30	30	2	-3	5	3	30
8	-24	26	6	0	3	15	30
14	-20	27	5	-5	5	10	30
13	-18	23	-24	-11	12	20	30
-3	-31	31	13	-13	8	20	30
-2	-30	30	-2	-11	7	49	31
-4	-33	34	12	-8	6	60	31
-1	-32	32	23	3	2	51	32
-3	-30	30	18	9	-4	29	32
-3	-29	29	1	10	-20	11	32
0	-25	25	-23	8	-11	6	32
1	-29	29	-6	12	0	8	32
-7	-29	30	-11	6	6	9	32
-3	-35	36	-22	-7	11	9	33
0	-37	37	5	8	9	5	33
0	-37	37	-14	40	-7	35	33
-2	-33	33	15	-12	-7	13	33
-3	-33	33	-4	-1	-18	13	34
-5	-28	29	14	-12	-2	13	34
0	-29	29	17	-20	2	7	34
0	-30	30	9	-6	3	5	34
3	-26	26	-8	-1	13	19	34
-1	-31	31	-4	-10	12	6	34
-2	-31	31	10	-14	8	32	35
-5	-27	28	-11	0	5	57	35
-4	-30	30	13	8	-2	16	36
-4	-33	34	59	25	-9	8	36
-13	-12	18	26	64	2	13	36
-17	-11	21	48	59	22	19	36
-20	-8	22	10	38	19	10	36
-21	-12	25	14	12	14	3	36
-22	-7	24	-24	-4	14	3	36
-22	-10	25	5	4	16	2	36
-26	-7	27	-4	3	5	2	36
-26	-6	27	5	1	1	1	36
-25	-6	27	0	0	1	1	36
-26	-6	27	0	1	0	3	36
-26	-6	27	-1	0	0	2	36
-27	-5	28	1	0	0	2	36
