8.4	23	12	28	-1	-23	89	11	919
8.5	31	8	34	18	-3	86	11	931
8.6	32	2	33	76	13	74	19	949
8.7	28	7	30	28	17	35	16	965
8.8	28	4	29	-10	4	11	16	981
8.9	27	-2	27	-12	7	-6	3	984
9	25	-3	26	-2	4	4	17	1001
9.1	21	-8	24	-4	-2	18	20	1021
9.2	21	-7	23	-1	11	19	7	1028
9.3	28	-8	30	-17	9	7	5	1033
9.4	19	-15	27	-21	0	-4	5	1039
9.5	25	-13	30	1	-14	-25	14	1053
9.6	32	-6	34	-5	-17	-29	10	1063
9.7	32	-4	33	-12	-27	-16	17	1080
9.8	32	-4	32	4	-23	-14	15	1095
9.9	33	-2	34	7	-24	-12	10	1104
10	37	0	37	29	-12	5	3	1107
10.1	42	-2	42	25	0	2	11	1118
10.2	33	-5	35	8	13	9	10	1128
10.3	32	-1	32	4	15	2	7	1136
10.4	31	-3	31	5	13	8	29	1165
10.5	31	-2	31	-2	12	10	15	1180
10.6	31	-4	32	19	13	13	5	1184
10.7	29	-3	30	2	10	10	4	1188
10.8	26	-7	28	-2	10	13	25	1213
10.9	4	-19	20	-12	18	0	18	1231
11	29	-5	29	-1	2	0	13	1243
11.1	25	-11	29	21	6	-35	6	1249
11.2	27	2	27	-4	10	-42	3	1252
11.3	26	9	29	-28	6	-45	14	1266
11.4	15	6	17	9	17	-59	8	1274
11.5	9	13	17	21	-22	-61	4	1277
11.6	15	16	24	-16	-14	-53	4	1281
11.7	17	19	28	11	-4	-46	8	1290
11.8	17	18	28	6	-6	-31	2	1292
11.9	16	20	28	-22	-21	-10	7	1299
12	17	15	24	-15	-7	5	7	1306
12.1	14	16	23	-29	-7	26	6	1312
12.2	20	16	28	-16	-13	16	9	1320
12.3	22	-2	22	-14	-5	20	5	1325
12.4	22	0	22	-25	-6	2	12	1337
12.5	23	3	23	15	0	2	9	1347
12.6	21	8	23	7	5	0	3	1350
12.7	20	6	21	11	7	0	6	1356




